sentiment,label
"Hilariously obvious ""drama"" about a bunch of high school (I think) kids who enjoy non-stop hip-hop, break dancing, graffiti and trying to become a dj at the Roxy--or something. To be totally honest I was so bored I forgot! Even people who love the music agree this movie is terribly acted and--as a drama--failed dismally. We're supposed to find this kids likable and nice. I found them bland and boring. The one that I REALLY hated was Ramon. He does graffiti on subway trains and this is looked upon as great. Excuse me? He's defacing public property that isn't his to begin with. Also these ""great"" kids tap into the city's electricity so they can hold a big dance party at an abandoned building. Uh huh. So we're supposed to find a bunch of law breakers lovable and fun.<br /><br />I could forgive all that if the music was good but I can't stand hip hop. The songs were--at best--mediocre and they were nonstop! They're ALWAYS playing! It got to the point that I was fast-forwarding through the many endless music numbers. (Cut out the music and you haver a 30 minute movie--maybe) There are a few imaginative numbers--the subway dance fight, a truly funny Santa number and the climatic Roxy show. If you love hip hop here's your movie. But it you're looking for good drama mixed in--forget it. Also HOW did this get a PG rating? There's an incredible amount of swearing in this.",0
"Maybe you shouldn't compare, but Wild Style and Style Wars are original Hip Hop. Beat Street does have a lot of the original artists of early Hip Hop, but they've been obviously made clear that this could be their big break, of course for some it was and that's nice. But if you view this as original Hip Hop Culture you're wrong. It's overproduced and has a Hollywood sauce. Rather look for the first two movies i mentioned. They have convey the grittiness that comes with life in the ghetto. Yes, the rating for this movie is low, but the reviews are mostly positive or even raving. This is probably because although the story, the acting, the dialogues and the direction all are dreadful, the music and dancing is what the people love about it. Me, i do love the dancing but at the time thought that electro was the death of Hip Hop (i was so glad when round '86 a new generation of now classic Hip Hop artists appeared, like Krs One, Public Enemy, Ultramagnetic Mc's, Jungle Brothers, Bizmarkie to name a few), and i still don't like most of the beats in this movie and that is why it doesn't work for me. I mean, Wild Style has not much of a story but the music there is great and authentic. Of course tastes differ and that's alright. But as far as i'm concerned, this movie is trash except for the break dancing and some of the music and so i can't rate it higher than a 4 out of ten.",0
"I could never stand watching Happy Days after Chachi joined the cast, so I knew I was in trouble when the best scene in this movie featured Scott Baio (a skateboard chase scene!). Jodie Foster in her first ""grown-up"" role turns in her usual professional performance but that is no excuse for this boring mess. Two hours out of my life that I'll never get back! No noteworthy characters, unbelievable storyline, questionable editing and horrendous cinematography but worst of all, I couldn't have cared less. The story of California teens in the 1970's, where the kids live miserable lives and all their parents are idiots. Don't waste your time watching this ugly excuse for a movie.",0
"Horrible film with bits of the Ramones strewn about. Your worse than average 1970's/80's comedy format of the cool kids taking over the school with some whimsical plan. This movie is terrible. The plot consists of a girl who enjoys the Ramones and a school bent on fighting against their oppressive administration. Forget this movie and watch something like Wild Zero starring Guitar Wolf if you want an entertaining B movie. Terrible acting, terrible writing, terrible plot with the stamp of approval of the Ramones who probably needed some money quick so they said yes to this movie. That is the only logical thing I can think of because this movie blows.",0
"This movie is a 90 minute Ramones concert with brief periods of stupidity and absolute boredom. What kind of high school is this anyway?<br /><br />Unless you are a major Ramones fan, DO NOT and I repeat DO NOT waste your time like I did. This is utterly unwatchable from start to finish. This movie should be called Ramone Fever. Everyone appears to like them in this movie. There is not a plot to be found in this flick. As far as teen comedies go, you are scraping the bottom of the barrel with this one.",0
"I gave this film 2 stars only because Dominic Monaghan actually put effort through in his acting. Everything else about this film is extremely amateur. Everything associated with the direction of this film was very poorly executed. Not only should the director rethink what she is doing for a life career but maybe she should watch a few films. As Dominic Monaghan is a very credible actor, placing him in a film of this caliber makes him look awful. Whomever the ""actor"" was that played Jack's best friend should never have stepped in front of the camera. I didn't expect much from such a small film, but perhaps a little more time and effort should be put into the characters and their surroundings. Don't waste your time or money on this film (like I did) you will be sorely disappointed.",0
"I jumped at the chance to view this movie uncut and uninterrupted, remembering rahs and raves for it. But wherever it seemed about to slip into being truly scary, it backed off and went somewhere else. The dripping water throughout the house, the black rain, the prophetic dreams, taking the wrong turn in raw sewage were dropped before they could work up to a scream.<br /><br />What a disappointment. Chamberlain's nearly expressionless mask of a face offered little but confused disbelief, something I found myself mirroring as the film wore on. What could have been eerie Aboriginal chanting and instruments in the background were instead a cacophony seemingly designed to beat terror into one's head. The ideas that modern people can embody ancient gods, that the Aboriginal peoples believe red-haired white men were the first priests, and many other possibilities are passed along more like a shopping list than a hint at another dimension (the Dream Time).<br /><br />[SPOILER] In the final scene, it wasn't clear to me what the director was trying to tell. Is there a big wave? So what? How big? A tsunami? Yeah, okay. That's devastating but not apocalyptic. Is it the end of the world? From a wave? The last wave? That'd have to be a pretty darn big wave. Why? Was the world that bad a place? It didn't seem so awful in this movie. Actually I didn't think the wave came off, since the shadow left Burton's face that had been cast by the wave. Was it only Burton's apocalypse? Heck, that happens every day to people who lose it. It wasn't of any interest if it was only him.<br /><br />The most frightening scene, and the one that gives the best indication of Weir's potential, was in Charlie's apartment where Burton has gone to confront the old man for scaring Burton's wife. Charlie keeps asking him ""Who are you?"" and it becomes truly disturbing after a while. Unfortunately, the movie never followed suit.",0
"The perfect murder is foiled when a wife(played by Mary Ellen Trainor, once the wife to director Robert Zemeckis, who helmed this episode), who murders her husband with a poker, has the misfortune of receiving a visitor as she is about to move the body outside..an escaped insane madman dressed in a Santa Claus suit(played by a deviously hideous Larry Drake). She fends for her life while trying to find a way of hiding her husband's corpse. She decides to use an ax, once she downs the Santa killer who misses several chances to chop off the woman's head, to frame the killer for her husband's murder. Santa killer locks her in a closet and pursues the woman's daughter as she tries desperate to free herself to save the child.<br /><br />This episode of TALES FROM THE CRYPT just recycles tired material involving the old ""Santa kills"" theme while also adding the oft-used(add nauseum)woman-murders-her-husband-for-a-man-she's-been-cheating-with routine. It's essentially Trainor trying to find a way to avoid being caught with a dead body she kills while also keeping a safe distance from a maniac. There's nothing refreshing or new about this plot which pretty much goes through the motions. Not one of the show's highlights.",0
"Well, as Goethe once said, there really isn't any point in trying to pass a negative judgement that aspires to be objective on ""something that has had a great effect"". ""La Maman et La Putain"" has surely passed into history as an influence on much of what's been done in France and elsewhere in the past thirty years and no one interested in the history of film, certainly, should be dissuaded from watching it. To express a purely subjective judgement, however, I feel compelled to disagree with almost every other review posted here and say to people: ""Don't watch it; it's a waste of hours of your time that will just leave you feeling rather sick and angry."" And by that I don't mean ""sick and angry"" about ""the human condition"" or anything so general and profound as that, because that is exactly the line that most critics have adopted in their fulsome praise of the film - ""an ordeal to watch in its ruthless dissection of our emotional cowardice and cruelty"" and so on - and, if it really managed to put across a universally or even broadly relevant message of this sort, then the director would have good reason to be satisfied with himself, however pessimistic his conclusions may be. My beef with the film is rather that I don't see this hours-long record of empty vanity and petty treachery as being justified or excused by any GENERALLY relevant message at all. All three main characters are deeply morally unattractive individuals: Alexandre to the greatest degree, of course, because we see by far the most of him and because he seldom shuts up for more than thirty seconds; Marie perhaps to the least degree, because we see the least of her. Alexandre's affected and pretentious monologues have a kind of amusement value, of course, but the amusement wears thin as one comes more and more clearly to realize that Jean-Pierre Léaud is most likely not even acting and that, with absurd remarks like ""un homme beau comme un film de Nicholas Ray"", he really was just reproducing word-for-word opinions that were accepted as authentic and profound by the milieu in which he, along with the director Eustache, had been living for about ten years by the time of the making of the film. I suppose if the tone of relentless superficiality and triviality had been sustained throughout 100% of the film, it might have worked as a long sardonic comedy about a particularly shallow, worthless and despicable post-'68 milieu. What made, however, this viewer at least extremely angry with the director was his granting of at least one lengthy scene each to Alexandre and Veronika in which we are clearly expected to empathize with and feel for them as if they shared a moral universe with us. If a man can get away with living in the flat of and professing to love one woman, sleeping (mostly in this very flat) with another, and running around Paris proposing marriage to yet a third, well, I suppose I can wish him the best of luck in the dog-eat-dog world he's chosen to create for himself. What I can't, however, in all conscience do is listen even for a moment to maudlin monologues from him in which he speaks about his ""anxiety"" and his ""despair"". The same goes double for the even more despicable Veronika, whom we are shown barging drunk into the apartment and even the bed shared by Marie and Alexandre and behaving there with an infantile inconsistency tantamount to the most savage and heartless cruelty. As I say, if ""La Maman et La Putain"" is intended to be nothing more nor other than a portrait of Alexandre, Veronika and Marie, three individuals whom any even halfway decent person would never admit into their company let alone their home, then I suppose there is a kind of legitimacy in praising the director for being ""unflinching"" (though why one should even feel like ""flinching"" once one had consciously opted to create such thoroughly repellent characters to filmically observe I can't imagine). The problem, however, is that the director is clearly convinced - and appears to have succeeded in convincing generations of critics - that Alexander, Veronika and Marie are somehow representative of human beings in general and of the limits of human beings' emotional capabilities. This latter idea, however, is arrant and offensive nonsense. There may indeed be an inherent fallibility and tendency to tragedy in human relations in general and sexual relations in particular. But the nature and degree of this fallibility and tendency to tragedy can only possibly be determined by people who make a sincere and serious effort to make such relations work. It surely needs no cinematic or authorial genius to convey to us the information that a man who behaves like Alexandre is going to end up hated, miserable, and alone, or that women who insist on expecting love from a man like Alexandre are going to end up disappointed and bitter. Watch ""La Maman et La Putain"" if you're historically interested in what passed for culture and human interaction in a certain post-'68 Parisian milieu which was probably, unfortunately, not restricted to just a few particularly anti-social types like these. But please don't make the mistake of believing that what is recorded here has any general relevance for humanity in the way that a film by Jean Renoir or Martin Scorsese might be argued to have.",0
"That's not the sound of bees, that's the effect induced by watching this extremely long, extremely boring, badly acted movie. How I ever made it through all 3 1/2 hours without falling asleep I'll never know. The plot is simple...3 thoroughly unlikable morons talk about sex for 3 1/2 hours. And you thought Rohmer was deadly. This is even worse, if that's possible. > I must really be a masochist if I could watch this entire movie without turning it off...or killing someone.",0
Iberia is nice to see on TV. But why see this in silver screen? Lot of dance and music. If you like classical music or modern dance this could be your date movie. But otherwise one and half hour is just too long time. If you like to see skillful dancing in silver screen it's better to see Bollywood movie. They know how to combine breath taking dancing to long movie. Director Carlos Saura knows how to shoot dancing from old experience. And time to time it's look really good. but when the movie is one and hour it should be at least most of time interesting. There are many kind of art not everything is bigger then life and this film is not too big.,0
"That reviewers liked this movie surprises me. The plot is a muddle. The characters are wooden. Michael Bowen spends most of the film spying on the other characters and misjudging all of them. No one has any redeeming quality or point-of-interest. This is not an edgy work. It is not imaginative. It is not ironic. It is no clever. There is nothing straight forward about this tedious work. That is missed theatrical release is not surprise. That the ""This Network"" airs it diminishes that venue. I definitely recommend turning to a rerun of the Garden Smart show on PBS or even a good informational if you encountered this mess on late night television. If you encounter it on daytime television, take a long walk. Even if you walk in smog, you will feel better not having suffered through this shambles. Life is short. This movie is long.",0
"This is a terrible movie, terrible script, bad direction and nonsensical ending. Also, bad performances, except from Clancy Brown who is criminally underused here, and Michael Pollard. Watching this movie was purgatory--you do it to unload enough bad movie karma to actually see a good one further down the line.<br /><br />The movie presents a father and son who look like they couldn't every possibly have been related. The part of the male lead is not well written and seems uncharismatic in this role. You can see the plot points a mile away. The actions of the female lead and that of her brother, the cop, also make no sense. So, a major action on her part at the end of the movie makes no sense script-wise.",0
"Burt Kennedy used to be a very good director, but you'd never know it by this lumbering mess. Not only does this film look cheap, it IS cheap--most of the battle scenes are lifted from the far superior ""The Last Command"" from 1955, and that footage, shot 32 years previously, looks more contemporary than anything in this picture. The few action scenes that were actually shot for this movie are disorganized, confused and incompetent, looking just as shoddy as the rest of the picture. This has the look and feel of a bad student film (and the budget didn't seem to be a whole lot more). It moves like molasses, the acting for the most part is either over-the-top ham or under-the-top comatose--although Raul Julia comes off better than most of the rest of the cast--and it's chock full of annoying historical inaccuracies. On top of that, it's WAY too long. If you're going to make a boring film, do it in an hour or so and get it over with--don't stretch it out over three hours, like this one does. If you want to see a good movie about the Alamo, check out John Wayne's 1960 version, or even the 1955 film from which this movie stole its action scenes. Hard to believe it took six producers to make a movie this lousy. Skip it.",0
"While being a great James Arness western, this film has gone down as the worst Alamo film ever made. The story was terrible, inaccuracy all through it, and just downright untruths to boot! Continuity was cast to the four winds. Anybody catch the cannon sequence? The Mexicans were dumb enough to fire cannons that obviously had mud and ramrods still sticking out of the tubes. Come on! Then there is Brian Keith's ridiculous hat! Costumer must of been away or something. Or just out of their mind!",0
"This movie is flawed on many fronts. Like many before it, it portrays more of the mythology of the Alamo than the history. The production is poor, overall giving the impression of a welfare project for lots of actors who might have otherwise had to work on Hollywood Squares. This to me was the greatest flaw - I know the ages and general personalities of the real Alamo protagonists and the geriatric ensemble of TV actors chosen to portray them never let any hint of believability intrude.<br /><br />As a native Texan, I grew up with the mythology. I later learned more about the history. I can accept a decent production from either perspective (although I prefer more historical accuracy), but this never gave me a chance to enjoy it. Even John Wayne's or Fess Parker's versions had more life than this stolid mess, while being only slightly less accurate.<br /><br />Very disappointing - avoid it.",0
"Slow and riddled with inaccuracy. Over-looking its flaws this is still an interesting account of the famed and heroic siege of the Alamo during the Texas fight for independence from Mexico. James Arness as Jim Bowie. Brian Keith as Davy Crockett. Alec Baldwin as Col. Travis. Raul Julia as General Santa Anna. This made-for-TV project also stars David Ogden Stiers, Kathleen York and Jim Metzler. Very good original music by Peter Bernstein.",0
"This film, The Alamo:Thirteen Days to Glory, is utter rubbish. The acting is awful, it is far too patriotic and its historical accuracy is not always at its best (Historians would have a field day). It does have a few good moments but not enough to keep interest because it is far too long. Rating * out of **********.",0
"The story by Norman Maclean is a masterwork; Redford's film is a mediocrity. He adds banal scenes of the Maclean brothers going over a falls and of them double-dating in a seedy bar that were not even hinted at in the story. The cipher, Brad Pitt, trying to play the charismatic Paul Maclean, a genius outdoors, proves either risible or depressing, depending on what the original story meant to you. Some of the fly casting scenes are beautiful. Also, Tom Skerritt as the father and Craig Sheffer as Norman are strong and masculine, as men were once expected to be. None of the women make an impression in the film, which is regrettable, because Maclean loved the women in his story and made this clear, even poetic.",0
"The only good part about this film is the beautiful scenery. This movie was long and boring. The minister should have retired from the pulpit the time his son Paul strayed from the teachings he proclaimed. How many times can his boys take the Lord's name in vain in this film being from a Presbyterian background? It doesn't fit. I wished Paul was swept down the river without a boat at the very beginning to spare us the silly, smirkish, selfish story of Paul (Brad Pitt). So Norm becomes a teacher and Paul becomes a compulsive gambler who Norm wants to rescue but doesn't-so what. It's very uninteresting. We see the prejudiced whites being stood up to by Paul because of his native American girl. That was the only part that had some interest and maybe could have been developed into a real 'wild western'. What we only see is a sleepy town where the two minister's sons have nothing to do but 1. Norm chase a lame girlfriend and deal with her family and 2.Paul make up dumb stories at the newspaper shop while scratching his head and take a lot of swigs and tie a lot of flies. I'd rather watch a show about fishing that that film again-which will be never.",0
"... to not live in Montana and especially not to live there at the end of the 19th century.<br /><br />""A river runs through it"" certainly is a well made movie from a cineastic stand-point. Great landscapes, Redford acting well.<br /><br />Unfortunately, the story is bad (if there is a story at all).<br /><br />I felt sorry for the narrator / author, who is as dry, narrow-minded a character as his father, a preacher. Being driven, not driving his own life, he is left to watch his brother, who is also caged in the small town environment, losing his life. The author never even comes close to undestand his brother's motivations, but at least realizes, that he is lacking the slightest amount of homour / fun. All there is, is fly-fishing, where he follows even as an old man the style of his father.<br /><br />The end is not surprising, it is forseeable from the very beginning.<br /><br />Definitely NOT a must-see (3 / 10)<br /><br />",0
"I always felt that a good film should have a plot. This particular film was missing one, and I feel that it would have been more effective with a plot. This was made even worse by the fact that it seemed to go on forever; I was anxious for it to finally end. However, I just noticed that it was only 123 minutes long; it felt like four hours. Not only was there no plot but the film also lacked a notable conflict. It's not the worst movie I've seen, but I used to say that it was until I saw ""The Fast And The Furious"". So, don't think this review of mine is from someone who needs nothing but action. I actually hate most action films out today; it's just that this film is all the way on the other side of the spectrum. Not much really happens in this movie. However, the scenery and costumes were nice.",0
This movie has beautiful scenery. Unfortunately it has no plot. In order to have a plot there must be a conflict. This movie had none. It spent two hours painting a beautiful scene and failed to ever place any activity in it. The picture tries to be artistic but fails to pay attentions to the fundamentals of story telling.<br /><br />If you love Montana scenery and fly fishing you will find some value in this film just don't expect a story. There isn't one.,0
This movie has beautiful scenery. Unfortunately it has no plot. In order to have a plot there must be a conflict. This movie had none. It spent two hours painting a beautifule scene and failed to ever place any activity in it. The picture trys to be artistic but fails to pay attentions to the fundamentals of story telling.<br /><br />If you love Montana scenery and fly fishing you will find some value in this film just don't expect a story. There isn't one.,0
"Sorry, gave it a 1, which is the rating I give to movies on which I walk out or fall asleep. In this case I fell asleep 10 minutes from the end, really, really bored and not caring at all about what happened next.",0
"I didn't know whether to laugh or cry at this misrepresentation of Canadian history, particularly the disservice done to the history of the Mounted Police in the Yukon.<br /><br />I'll leave it to Pierre Berton, noted historian, born and raised in Dawson City Yukon, and author of the definitive history of the Klondike gold rush, Klondike: The Last Great Gold Rush, 1896-1899 to express my exasperation with this silly movie: <br /><br />The American idea of an untamed frontier, subdued by individual heroes armed with six-guns, was continued in The Far Country, another story about a cowboy from the American west - Wyoming this time - driving his herd of beef cattle into gold country. The picture is a nightmare of geographical impossibilities, but the real incongruity is the major assumption on which the plot turns  that there was only one mounted policeman in all of the Canadian Yukon at the time of the gold rush and that he could not deal with the lawlessness. When James Stewart and Walter Brennan reach the Yukon border with their cattle, the customs shack is empty.<br /><br />""Where is the constable? asks Brennan.<br /><br />""Up on the Pelly River. Trouble with the Chilkats,"" someone replies. He's got a real tough job, that constable. He patrols some ten or twenty thousand square miles. Sometimes he don't get home for two or three months at a time."" <br /><br />The historical truth is that the Yukon Territory during the gold rush was the closest thing to a police state British North America has ever seen. The Northwest Mounted Police was stationed in the territory in considerable numbers long before the Klondike strike. They controlled every route into the Yukon and they brooked no nonsense. They collected customs duties, often over the wails of the new arrivals, made arbitrary laws on the spot about river navigation, and turned men back if they didn't have enough supplies, or if they simply looked bad. In true Canadian fashion, they laid down moral laws for the community. In Dawson the Lord's Day Act was strictly observed; it was a crime punishable by a fine to cut your wood on Sunday; and plump young women were arrested for what the stern-faced police called ""giving a risqué performance in the theatre,"" generally nothing more than dancing suggestively on the stage in overly revealing tights.<br /><br />In such a community, a gunbelt was unthinkable. One notorious bad man from Tombstone who tried to pack a weapon on his hip was personally disarmed by a young constable, who had just ejected him from a saloon for the heinous crime of talking too loudly. The bad man left like a lamb but protested when the policeman, upon discovering he was carrying a gun told him to hand it over. ""No man has yet taken a gun away from me,"" said the American. ""Well, I'm taking it"", the constable said mildly and did so, without further resistance. So many revolvers were confiscated in Dawson that they were auctioned off by the police for as little as a dollar and purchased as souvenirs to keep on the mantelpiece.<br /><br />In 1898, the big year of the stampede, there wasn't a serious crime  let alone a murder  in Dawson. The contrast with Skagway on the American side, which was a lawless town run by Soapy Smith, the Denver confidence man, was remarkable. But in The Far Country Dawson is seen as a community without any law, which a Soapy Smith character from Skagway  he is called Gannon in the picture  can easily control. (In real life, one of Smith's men who tried to cross the border had all his equipment confiscated and was frogmarched right back again by a mounted police sergeant).<br /><br />{in the movie the lone Mountie says} ""Yes I'm the law. I represent the law in the Yukon Territory. About fifty thousand square miles of it.""<br /><br />""Then why aren't there more of you?""<br /><br />""Because yesterday this was a wilderness. We didn't expect you to pour in by the thousands. Now that you're here, we'll protect you.""<br /><br />""When?""<br /><br />""There'll be a post established here in Dawson early in May.""<br /><br />""What happens between now and May? You going to be here to keep order?""<br /><br />""Part of the time.""<br /><br />""What about the rest of the time?""<br /><br />""Pick yourselves a good man. Swear him in. Have him act as marshal""<br /><br />The movie Mountie leaves and does not appear again in the picture. His astonishing suggestion  that an American town marshal, complete with tin star, be sworn in by a group of townspeople living under British jurisprudence  is accepted. Naturally they want to make Jimmy Stewart the marshal; he clearly fits the part. But Stewart is playing the role of the Loner who looks after Number One and so another man is elected to get shot. And he does. Others get shot. Even Walter Brennan gets shot. Stewart finally comes to the reluctant conclusion that he must end all the shooting with some shooting of his own. He pins on the tin star and he and the bully, Gannon, blast away at each other in the inevitable western climax.<br /><br />To anybody with a passing knowledge of the Canadian north, this bald re-telling of the story passes rational belief. <br /><br />excerpt from Hollywood's Canada, by Pierre Berton, 1975.",0
"The five or so really good westerns that Mann made are unequaled as an ensemble in Hollywood. Even John Ford never made that many with so much quality. The curious thing about them all is how uneven they are. Ford's My Darling Clementine is worth about two and a half of any of them. Or at least two. <br /><br />The real hero of them besides Mann and Stewart is Chase. Chase being responsible for the brilliant Red River. Chase wrote far country, bend of the river, and probably some others. But none of them are as finished as My Darling Clementine, but then very few films, western or otherwise are. <br /><br />Each of the five films of Mann have huge gaps, or is it six, lets see. Bend, Far, Man of the West, Furies, Winchester 73, and yep, six, Naked Spur. Each have magnificent scene after magnificent scene, with fairly glaring lapses. Yet so does Red River, which is still the single greatest western ever made. So perfection isn't everything. <br /><br />But The Far Country has huge, huge holes. It's mawkish, and really comes alive only when Stewart and Mc Entire are locking horns. The rest is pretty pedestrian, with the usual exception of Mann's camera. Mann's camera is a one man course in cinematography. It is about as good an eye as anybody who ever got behind a strip of moving film. It is almost never in the wrong place, never. <br /><br />The Far Country has one amazing moment. And as usual it comes from Stewart. Nobody in the history of cinema ever received physical punishment with the authority of that man. He is absolutely amazing: look at him in Bend, Far, Winchester, and Man from Laramie: in Bend has been beaten up and is hanging by a thread so believably and with such boiling hatred he looks like somebody displaced from Dachau, in Far he is shot off a raft with such violence, it looks so convincing that you wince, and of course when he is dragged through the fire in Man, well you find yourself looking for the burn marks. What an actor. Not to mention the moment in Winchester when he is beaten up early in the hotel room, also as well as anybody ever did it. <br /><br />But that was Mann's territory: look at Gary Cooper fighting with Jack Lord in Man of the West. As painful as any fight scene ever recorded. Cooper while not being quite as convincing as Stewart, nevertheless is somehow his equal in looking exhausted at the end of the fight. In short, nobody but nobody but nobody ever showed the human being in extremis as well as Mann. <br /><br />What a great, great director. <br /><br />See every western he ever made. They are his real monuments, even if all are scetchy. But so what. When he gets roaring with his great scenes they are as good as anybody, including Ford. And his six westerns as an ensemble are the best ever done by anyone, period.<br /><br />Thanks, Anthony.",0
"Mann photographs the Alberta Rocky Mountains in a superb fashion, and Jimmy Stewart and Walter Brennan give enjoyable performances as they always seem to do. <br /><br />But come on Hollywood - a Mountie telling the people of Dawson City, Yukon to elect themselves a marshal (yes a marshal!) and to enforce the law themselves, then gunfighters battling it out on the streets for control of the town? <br /><br />Nothing even remotely resembling that happened on the Canadian side of the border during the Klondike gold rush. Mr. Mann and company appear to have mistaken Dawson City for Deadwood, the Canadian North for the American Wild West.<br /><br />Canadian viewers be prepared for a Reefer Madness type of enjoyable howl with this ludicrous plot, or, to shake your head in disgust.",0
"This is an action Western. James Steart leads an all star cast in the scenic Northwest, which is filmed in great splendor. The scenery and costumes are great. There is action and adventure. Stewart plays a wealthy cattleman who runs afoul of a crooked government in the old Nothwest.<br /><br />The main drawback is the stereotypical cynic that Hollywood has always made into a hero. Even when this movie was made, the cynic was the stereotypical hero, and the one Stewart portrays really has few saving graces. He is kind to his two partners, and that does give him an extra dimension of credibility and likability.<br /><br />However, he is so piggish to everyone else, it is hard to really care for him, or to accept him. He is much like the one dimensional spaghetti Western characters (cut not that bad).<br /><br />Still, the minor characters are quite enjoyable. Walter Brennan, Royal Dano, Harry Morgan, and others make this worth watching.",0
"This is the worst sequel on the face of the world of movies. Once again it doesn't make since. The killer still kills for fun. But this time he is killing people that are making a movie about what happened in the first movie. Which means that it is the stupidest movie ever.<br /><br />Don't watch this. If you value the one precious hour during this movie then don't watch it. You'll want to ask the director and the person beside you what made him make it. Because it just doesn't combine the original makes of horror, action, and crime.<br /><br />Don't let your children watch this. Teenager, young child or young adult, this movie has that sorta impact upon people.",0
"Ah, Channel 5 of local Mexican t.v. Everyday, at 2:00 a.m. they air Horror movies from the 70's to early 2000's. It was ""Return To Cabin By The Lake"" the movie that aired yesterday. I regret for watching it.<br /><br />The original ""Cabin By The Lake"" was a regularly popular low budgeter and it was good accepted. The problem is that this sequel is horrible, not even unintentionally funny and tries to imitate the original. Ugh. The plot is really stupid in all the sense of the word.<br /><br />The movie at some points looks like a soap-opera because of it's absurd dialogs, cinematography, and direction.<br /><br />My advice is : avoid this one at all costs. It's a movie that it shouldn't be watched by anyone. Not even for lovers of mediocre film-making.<br /><br />You have been warned.",0
"Preposterous sequel stretches credibility to a great degree as diabolical sociopath Stanley Kaldwell returns this time infiltrating the movie production of the novel he wrote for the garden drownings, assuming the identity of a second unit director he murdered.<br /><br />Film pokes gleeful fun at Hollywood, with a tongue-in-cheek script taking shots at tyrannical directors who sleep with their actresses(..looking for a way up the ladder)and dislike anyone challenging them for complete spotlight. Brian Krause, who I thought was dreadful, overacting to the point where the satire felt incredibly forced, portrays the loud, temperamental director who doesn't like the fact that his second unit director and screenplay writer, Alison(..played by Dahlia Salem)seem to be taking over the production. Andrew Moxham is Paul Parsons, who is the brother of a victim from the first film. The film's dark humor this time takes the idea of a serial killer actually operating as director of a movie set and exploits it for all it's worth. Nelson again ably slides back into his psycho role without any difficulty, with Stanley as clever as ever, using his brains to commandeer a film production, killing whoever he has to in order to maintain full control of his work, letting no one stand in his way..that is until Alison realizes who Stanley really is. Alison is the type of ambitious writer who wants to capture the essence of her subject..what motivated Stanley to kill, why would he do such a thing, and what led such a man down this dark path? The humor of Alison actually working with that very man is also part of the satire at the heart of this dark comedy thriller. Of course, you get the inevitable showdown between Alison and Stanley, with a really ridiculous, unbelievable conclusion regarding the killer's fate(..quite a hard pill to swallow). Unlike the first film, which was photographed with sophisticated polish, director Po-Chih Leong uses unnecessary techniques which are not needed(..such as shooting an all kinds of weird angles, slow-motion in a sepia color, and several instances which are captured on video)and rather annoy instead of impress. This sequel, to me, just wasn't on target as much as the original, with a lot of the humor less effective and more obvious.",0
"Return to Cabin by the Lake just.... was lacking. It must have had a very low budget because a fair amount of the movie must have been filmed with a regular video camera. So, within the same scene - you'll have some movie-quality camera shots AND simple video camera shots. It makes for a very odd blend! I think they should have found SOME way to not do the ""home video"" type effect! <br /><br />I think it's worthwhile to see it IF you have seen the original CBTL because then you can compare and see the differences. But if you haven't seen the original CBTL.... you'll never want to see it if you see this one first! It will probably seem way too cheesy and turn you off from even caring about the original one.",0
"This movie was made-for-TV, so taking that into account, I'm not going to rip into it as hard as I would a feature film. The script is sub-par, but it does succeed in being mildly humorous in spots, whether it means to be or not. The acting is mostly over-the-top, but that is true for many lower-budget movies.<br /><br />The aspect of this movie that I really hated, though, was that 90-95% of it is shot on film, but in random places, there will be 5-10 seconds where the footage is shot on video. You can tell because there is less contrast, the colors are less vivid, and the footage is clearly 30 frames per second instead of film's 24 frames per second. I'm not sure if maybe these scenes had to be shot later and at that time they didn't have the money to shoot on film (I assume this is why, anyway), but it is disorienting and really makes the film look shoddier than it had to look.<br /><br />Anyway, I've definitely seen worse movies, but I definitely wouldn't say that I enjoyed this movie and I can't recommend that anyone see it.",0
"IF you are planning to see this movie, please reconsider. I don't usually post my comments about something I've seen on television, but this one was such a waste of my life that I needed to do something productive to get that bad taste out of my mouth. Critiquing this movie would take far too long as there are so many things wrong with it. I will just simply say, please do not ever see this movie. It was a complete waste of my time and it WILL be a waste of yours. Anyone that wrote a positive review of this movie is one of two things; utterly inept, or working for the company that produced it. Again, I guarantee that you will indeed regret seeing this movie!",0
"<br /><br />I saw this on the Sci-Fi channel. It came on right after the first one. For some reason this movie kept me interested. I don't know why, stop asking.<br /><br />---SPOILERS--- Okay... It was cheesy how this guy got involved with the making of the movie. In the first movie, he had a ""reason"" to kill people, but in this sequal, half of the killings/attempted killings were basicly for no reason. Stanley killed the director due to creative differences, he captured the co-writer due to creative differences, but what was the deal with trying to kill off the cast? No cast, no movie. He wanted it to ""look real when they died""? If this was supposed to be such a high budget movie, use the special effects, MAN. Of course like the first one, the captured girl gets away, and Stanley ends up getting messed up, and dissapears. Woooooow (sarcasm). This movie HAD potential. And the saddest thing of all... the really sad part... I would watch a ""Cabin by the Lake 3"". Only because I like Judd Nelson, and he's the only good part about this sequal.",0
